title,grade,introduction,image_url,url,student
Android网络框架-OkHttp使用,中级,本视频教程主要讲解Android SDK 6.0之后网络请求框架，赶快学起来吧,http://img2.mukewang.com/5848fe1f0001ed9f06000338-240-135.jpg,,19830
PHP进阶篇-GD库图像处理,初级,想通过PHP中GD函数库灵活操作图像吗，点击学习本教程可以实现,http://img.mukewang.com/58329bdb00011cca06000338-240-135.jpg,,9353
TypeScript入门,初级,TypeScript入门视频教程包括TypeScript的基本概念、常用语法和高级特性,http://img2.mukewang.com/583fcefd0001c1c906000338-240-135.jpg,,46900
带你实现别样的Android侧滑菜单,初级,学会熟练使用侧滑菜单之DrawerL，介绍常用菜单开源库SlidingMenu,http://img.mukewang.com/57feff6700012aa806000338-240-135.jpg,,11907
Ruby语言快速入门,入门,Ruby基础入门教程，让十一年老兵带你走进ruby入门，了解入门知识,http://img.mukewang.com/5844cb380001bddf06000338-240-135.jpg,,14107
PHP进阶篇-日期时间函数,入门,PHP开发中常用功能，日期时间函数库的使用，干货满满的教程,http://img.mukewang.com/58329cbf0001357406000338-240-135.jpg,,13086
浏览器开发者工具使用技巧,初级,在前端的开发和学习过程常用工具，定位前端常见BUG，提升解决问题能力,http://img1.mukewang.com/5833cee1000166b206000338-240-135.jpg,,37933
长连接利器—网络框架解析之mina篇,初级,apache mina框架如何在android中使用，并能通过mina与服务器进行通信,http://img.mukewang.com/57888fbe00012a6b06000338-240-135.jpg,,9719
使用SpringMVC+Spring+Hibernate开发人员信息管理功能,中级,Java常用框架整合案例，通过本案例的学习还可以体会项目的实现流程,http://img1.mukewang.com/55d289f60001931006000338-240-135.jpg,,60290
iOS基础之搞定多线程,初级,ios基础教程介绍多线程的四种实现技术方案，搞定多线程，让程序高效执行,http://img.mukewang.com/5836857a00018b5a06000338-240-135.jpg,,8113
PHP中的HTTP协议,中级,PHP视频教程从PHP的角度深度解析HTTP协议知识，例如post、和get请求,http://img3.mukewang.com/58339ab600019e4206000338-240-135.jpg,,30415
Android框架-GreenDao,初级,GreenDao对象和数据库之间的媒介，本教程将从零开始介绍GreenDao,http://img.mukewang.com/5833e62b0001c2ad06000338-240-135.jpg,,11603
PHP进阶篇-字符串操作,初级,PHP进阶教程，本课程主要讲解php中字符串及常用字符串函数使用,http://img1.mukewang.com/57fefb1c000165c306000338-240-135.jpg,,13921
Android饼图账单案例开发,初级,本教程手把手带你打造酷炫对账单效果，提升Android开发专业技能,http://img.mukewang.com/582d5f66000106bb06000338-240-135.jpg,,7559
zepto设计和源码分析,高级,介绍zepto的设计框架和实现原理，看完后能轻松解读zepto所有源码,http://img1.mukewang.com/58048dfb0001a10606000338-240-135.jpg,,15138
python-web.py开发入门,初级,web.py开发入门入门教程，讲解一个你最快能学会的web开发的框架,http://img4.mukewang.com/58257a3b000164cd06000338-240-135.jpg,,50501
CSS深入理解之border,中级,深入讲解border使用方法及应用，以及如何借助border完成布局,http://img.mukewang.com/5829792f00012c1f06000338-240-135.jpg,,52446
Android数据库解析应用,初级,Android数据库知识理论加实战。,http://img3.mukewang.com/57fc918700016c0c06000338-240-135.jpg,,10424
PHP项目中的Gitflow多人协作开发工作流,中级,一个围绕项目发布的严格git分支模型，让我们一睹Gitflow的风采,http://img2.mukewang.com/581ad6880001154b06000338-240-135.jpg,,10293
Android基础-初识SQLite,初级,学习Android数据库操作技巧,http://img1.mukewang.com/5811c6c80001c83e06000338-240-135.jpg,,19576
轻松学会Laravel-高级篇,高级,Laravel框架高级教程，介绍Laravel提供的工具和功能，快来体验,http://img1.mukewang.com/581bec530001202106000338-240-135.jpg,,28317
JMeter性能测试入门篇,初级,快速入门jmeter性能测试！,http://img1.mukewang.com/57fca93400015baf06000338-240-135.jpg,,37633
PHP进阶篇-函数,初级,PHP入门必看教程，带你掌握PHP如何自定义函数和分析常见问题,http://img2.mukewang.com/57fdecf80001fb0406000338-240-135.jpg,,20596
PHP之Yii2框架搭建完整博客系统,中级,Yii是PHP快速开发的最佳实践之一，一起领略yii2快速开发的风采,http://img3.mukewang.com/5800c1ea0001868f06000338-240-135.jpg,,21027
接口测试基础之入门篇,入门,对接口测试说so easy！,http://img4.mukewang.com/57fdef6c0001ab6b06000338-240-135.jpg,,55227
Python-面向对象,中级,Python面向对象教程，带你深入了解python面向对象特性,http://img3.mukewang.com/580fff7a0001541206000338-240-135.jpg,,57832
Servlet+Ajax实现搜索框智能提示,初级,Java实现搜索框智能提示，熟练掌握使用Servlet和Ajax,http://img2.mukewang.com/5775e9cb00013c9606000338-240-135.jpg,,36014
okhttp框架解析与应用,中级,本课绝对让你掌握okhttp网络框架，了解源码及其执行流程,http://img.mukewang.com/57fc5c8d00017abf06000338-240-135.jpg,,18528
大型PHP电商网站商品秒杀功能实现思路分析,中级,本课程属于PHP高级教程，汇集前沿技术，实现商品秒杀，小白慎入,http://img3.mukewang.com/57de2e670001dedf06000338-240-135.jpg,,23052
JS/jQuery宽高的理解和应用,初级,js/jquery各种宽高的理解，结合实例对宽高做一些简单的应用,http://img4.mukewang.com/56d0180f00019d3506000338-240-135.jpg,,34148
Python-走进Requests库,中级,python类库中，requests是一件利器，想深入了解一起来学吧,http://img2.mukewang.com/57fdb282000186df06000338-240-135.jpg,,35996
跟我学做变形金刚CG短片,中级,零基础Maya变形金刚制作视频教程，快速入门，轻松玩转,http://img3.mukewang.com/579f26a0000186b706000338-240-135.jpg,,36365
不一样的RecyclerView优雅实现复杂列表布局,初级,教你更快捷简单的实现复杂列表布局，快来掌握她吧，她等着你哦,http://img4.mukewang.com/57fb733900012d9d06000338-240-135.jpg,,17118
App压力测试入门,初级,结合6个压力测试小案例，教你对Android App进行压力测试,http://img3.mukewang.com/57fb48700001289806000338-240-135.jpg,,31068
php+mysql 模拟队列发送邮件,中级,使用队列方式异步发送邮件防页面卡死，学完就知道强大之处,http://img.mukewang.com/57de28f80001651506000338-240-135.jpg,,14211
Canvas 绘制时钟,中级,canvas画出漂亮的时钟，通过本教程能重新掌握一些几何知识,http://img4.mukewang.com/56d3f49e000136f106000338-240-135.jpg,,46251
PHP环境LAMP/LNMP安装与配置,初级,本课程适于PHP初学者，手把手教你LAMP/LNMP环境安装配置,http://img3.mukewang.com/57eb9feb000106ec06000338-240-135.jpg,,40617
KVM虚拟化技术,中级,云服务的底层技术－KVM虚拟化介绍,http://img.mukewang.com/57bab0140001bdb206000338-240-135.jpg,,15730
Linux Bind负载均衡,中级,DNS转发、主从模式及传输限制，通过本课了解更多DNS知识,http://img2.mukewang.com/57de39800001bc6f06000338-240-135.jpg,,12888
Roundtable前端分享专场,中级,美团前端团队最新技术分享，NPM基本用法和实用技巧介绍,http://img3.mukewang.com/57e0ffc6000194f906000338-240-135.jpg,,13204
iOS基础之UIImageView知识拓展(下),初级,轻松掌握操作图片的更多技能，以及更多对UIImage的处理,http://img2.mukewang.com/57df595f0001299306000338-240-135.jpg,,5562
前端实时可视化开发工具体验,初级,使用可见即可得的开发模式，极大提高前端开发效率,http://img2.mukewang.com/57d39fd400011b1006000338-240-135.jpg,,41340
Android Data Binding实战-高级篇,初级,Android官方数据绑定框架DataBinding，了解原理和基本用法,http://img.mukewang.com/58009e130001b2a706000338-240-135.jpg,,12334
ps教程之趣味外传,中级,"本ps视频教程，将贯穿各种工具,游刃有余地使用ps，案例灵活变通",http://img3.mukewang.com/579f2721000128bf06000338-240-135.jpg,,55263
Android Data Binding实战-入门篇,初级,Android官方数据绑定框架DataBinding入门视频教程,http://img1.mukewang.com/57d66de200014a7306000338-240-135.jpg,,14687
轻松学会Laravel-表单篇,中级,Laravel框架是世界上最流行的PHP框架，没有之一,http://img.mukewang.com/57a2e0600001e30906000338-240-135.jpg,,27980
初识机器学习-理论篇,入门,带你认识机器学习，一些经典的算法，最后是Demo演示,http://img2.mukewang.com/57cfa226000150c206000338-240-135.jpg,,116752
Pscc全面技能培训,入门,一台电脑，同步讲解，快速掌握PSCC！,http://img1.mukewang.com/57cf73e40001870e06000338-240-135.jpg,,65497
iOS基础之UIImageView知识拓展(上),初级,掌握iOS图像处理之UIImage展示，了解UIImageView更多的用途,http://img3.mukewang.com/57cd13f40001e1a406000338-240-135.jpg,,7767
美女带你走入LR性能测试框架基础,初级,带领大家进入LoadRunner性能测试领域,http://img3.mukewang.com/5800999f0001ac1106000338-240-135.jpg,,40320
轻松学会Laravel-基础篇,中级,Laravel框架基础视频教程，轻松入门，了解Laravel的优势,http://img4.mukewang.com/57a2bd030001018806000338-240-135.jpg,,52762
JSON快速入门（Java版）,初级,JSON和GSON的应用，JSON快速入门视频教程，赶快加入吧,http://img2.mukewang.com/561dfda500011a4325001408-240-135.jpg,,94686
移动端Web组件-Dialog对话框,中级,教你学习移动端web组件开发，优化扩展渐近增强的开发过程,http://img4.mukewang.com/57badee70001709706000338-240-135.jpg,,25142
Linux智能DNS服务搭建之Bind服务,中级,Bind服务的安装与配置，掌握DNS正向解析客户端的相关命令,http://img1.mukewang.com/56e617dd0001583d06000338-240-135.jpg,,14198
2小时搞定移动直播 App 开发,中级,直播App开发视频教程，技术详解如何快速搭建移动直播App,http://img3.mukewang.com/57b557fe0001f6f906000338-240-135.jpg,,38807
python遇见数据采集,初级,本教程让你初步掌握Python进行数据采集，创造属于你的价值,http://img1.mukewang.com/57bd19f40001462006000338-240-135.jpg,,51091
CSS深入理解之padding,中级,本css视频教程中，将深入介绍CSS中padding属性的特点，常用特性,http://img2.mukewang.com/57fcab030001707f06000338-240-135.jpg,,50018
基于SSH实现员工管理系统之案例实现篇,中级,SSH框架整合案例之实现篇，手把手带你实现员工管理系统,http://img2.mukewang.com/57a1ca250001b2f206000338-240-135.jpg,,47443
从零开始打造自己的PHP框架,中级,和我一起开发一套属于自己的PHP框架，自己开发的才是最好用的,http://img1.mukewang.com/57a2aa410001189006000338-240-135.jpg,,42770
Android的各种Drawable讲解,入门,了解Android各种Drawable用法，解决开发遇到图形的各种问题,http://img.mukewang.com/5784a3310001c2e506000338-240-135.jpg,,19548
基于SSH实现员工管理系统之框架整合篇,中级,本视频教程主要介绍环境搭建和SSH框架整合，逐层深入理解学习,http://img4.mukewang.com/57a1ca0a00016fcc06000338-240-135.jpg,,46889
JavaScript正则表达式,中级,JavaScript正则表达式教程，理解之后，正则表达式比你想象的简单,http://img2.mukewang.com/57ab14aa0001bc9706000338-240-135.jpg,,89415
软件测试基础-概念篇,入门,软件测试入门教程，必学课程，帮助你深入、清晰地理解软件测试,http://img1.mukewang.com/57a2fbab0001179b06000338-240-135.jpg,,88353
Unity 3D游戏开发之脚本系统,初级,一起撸游戏，本Unity基础教程设计开发中常用的方法与技巧,http://img4.mukewang.com/57a2b92d0001adec06000338-240-135.jpg,,27054
应用自动更新组件开发,初级,实现Android应用自动更新组件式开发，会使用我们开发的自动更新组件,http://img3.mukewang.com/5795e97a000188dc06000338-240-135.jpg,,19049
360加速球核心效果实现,初级,Android开发仿360加速球核心效果，助小伙伴进阶，学习之后收获满满,http://img.mukewang.com/579f0fb10001c5e006000338-240-135.jpg,,17341
Alamofire的最佳实践,高级,Alamofire中常见问题的解决方案，快速理解swift http请求框架Alamofire,http://img.mukewang.com/576b4f800001f7f906000338-240-135.jpg,,7513
ps入门教程Ⅱ-进阶篇-图层、矢量、路径,入门,ps入门教程主要从蒙版、路径、滤镜等方面深入讲解，技能更上一层楼,http://img.mukewang.com/577f7e700001ef7a06000338-240-135.jpg,,56713
Java生成二维码,初级,二维码无处不在，自己动手用Java生成二维码，三种生成方式任你选,http://img2.mukewang.com/562f25980001b1b106000338-240-135.jpg,,78488
快速实现不一样的移动拼图,初级,实现一个支持手势的移动拼图小游戏，手把手带你开发小游戏,http://img1.mukewang.com/57849fd40001638d06000338-240-135.jpg,,14787
iOS-弹幕实现,中级,随心所欲控制弹幕滑动的速度，弹幕的追加，设置弹幕的样式,http://img4.mukewang.com/5791d3650001907806000338-240-135.jpg,,12950
手机服务器微架构设计与实现,中级,带你打造一个轻量级服务器微架构，积累项目经验，摆平面试官,http://img1.mukewang.com/57725dcc0001b44906000338-240-135.jpg,,24914
Echarts3.0入门基础与实战,中级,Echarts3.0入门视频教程，带你领略高逼格数据可视化的魅力,http://img.mukewang.com/578f36fe00011d9006000338-240-135.jpg,,47504
数据结构探险之图篇,中级,图是众多实际问题解决方案之源，从基础概念入手掌握图的处理,http://img.mukewang.com/576a0b0a000128b606000338-240-135.jpg,,49740
Java实现权限管理（下）,中级,权限管理系统控制层实现及优化，学习如何使用SpringMVC+Spring,http://img.mukewang.com/56e6069500017a6b06000338-240-135.jpg,,34365
iOS基础教程-数据解析,初级,ios基础视频教程之带你了解如何解析JSON数据和XML格式的数据,http://img4.mukewang.com/577ca2870001722906000338-240-135.jpg,,14984
Unity 3D地形编辑器,初级,手把手教你如何使用Unity搭建游戏地形，丰富场景,http://img2.mukewang.com/5751265f00014b4606000338-240-135.jpg,,20480
数据结构探险之树篇,中级,树，将为你开启更精彩的数据结构大门，了解更多概念,http://img2.mukewang.com/576a4a56000119fa06000338-240-135.jpg,,49757
jQuery实现自定义滚动条,中级,来一次jQuery封装之旅，本教程带你深入理解滚轮事件交互,http://img3.mukewang.com/5784503f00017aac06000338-240-135.jpg,,38218
Java实现权限管理（上）,中级,Java权限管理系列教程之权限管理系统DAO层和服务层实现,http://img.mukewang.com/56e291b40001f72f06000338-240-135.jpg,,58350
CSS深入理解之margin,中级,本CSS教程带你深入讲解CSS的margin属性，解决你多年困惑,http://img2.mukewang.com/577c61d80001192206000338-240-135.jpg,,51554
PHP微信公众平台开发高级篇—生成二维码接口,高级,微信扫描，值得你拥有，本教程主要讲解二维码接口的实现,http://img.mukewang.com/56e10d8c0001e22e06000338-240-135.jpg,,27706
JSP自定义标签,初级,JSP自定义标签应用，Java Web开发中一个重要的知识点,http://img4.mukewang.com/5787418d0001543506000338-240-135.jpg,,26412
玩儿转Swift 2.0（第四季）,初级,Swift泛型、扩展、面向协议编程等，大家真正玩儿转swift,http://img2.mukewang.com/579193580001000306000338-240-135.jpg,,13095
Unity 3D音频系统,初级,音效对游戏氛围非常重要，插上音效的翅膀，让游戏活起来,http://img.mukewang.com/575126a80001361406000338-240-135.jpg,,11043
Linux系统管理,初级,进程管理+工作管理+系统定时任务，让你Linux技能提升一步,http://img2.mukewang.com/5697799a0001e99006000338-240-135.jpg,,67307
数据结构探险之线性表篇,中级,线性表的主体顺序表和链表，让学员能够将知识融会贯通学以致用,http://img1.mukewang.com/5719fb5a00019e5c06000338-240-135.jpg,,49662
MongoDB复制集—复制集监控,中级,关于数据库监控，自有人代劳，做到心中有数，处乱不惊,http://img3.mukewang.com/56a08eed0001fdf319201080-240-135.jpg,,8029
MongoDB复制集—复制集安全,中级,数据库安全是重中之重，认真对待才能守住数据库的大门,http://img.mukewang.com/56d7e6a100016a9b06000338-240-135.jpg,,3779
PHP微信公众平台开发高级篇—微信JS-SDK,高级,JS-SDK微信交互引擎，诸多功能提供更优质的网页体验,http://img4.mukewang.com/56e10d9c0001e83306000338-240-135.jpg,,31538
iOS基础教程-网络操作,初级,iOS中的网络请求，Http在iOS中的实现,http://img3.mukewang.com/576274480001a35006000338-240-135.jpg,,18533
Cocos2d-x全民俄罗斯--下,初级,Cocos2d-x开发出俄罗斯方块的输入控制，移动，消除，漂亮,http://img3.mukewang.com/575e69d00001edfc06000338-240-135.jpg,,9540
PHP微信公众平台开发高级篇—网页授权接口,高级,一招获取微信用户资料信息，进而实现业务逻辑，完美,http://img2.mukewang.com/56e10dac0001a30c06000338-240-135.jpg,,26405
从 psd 到 html,初级,教你把PSD设计稿转化成HTML，用案例来讲解基本流程,http://img4.mukewang.com/57552a9a0001778406000338-240-135.jpg,,97671
Cocos2d-x全民俄罗斯--上,初级,Cocos2d-X引擎+Lua语言俄罗斯方块的制作及基本逻辑编写,http://img1.mukewang.com/5750fa6d0001848e06000338-240-135.jpg,,14341
玩儿转Swift 2.0（第三季）,初级,玩儿转Swift面向对象，对swift语言的掌握达到中等偏上水平,http://img2.mukewang.com/574cfc320001bedf06000338-240-135.jpg,,12987
Android动感系列-摇一摇,初级,Android开发中，快速实现摇一摇+动画特效，已经都玩嗨了,http://img3.mukewang.com/574cf43d0001460006000338-240-135.jpg,,14254
Unity3D菜鸟先飞之NGUI实战篇,中级,NGUI系列课程续篇，终极实战，掌握NGUI技术还是有必要的,http://img1.mukewang.com/574d21cb0001d69806000338-240-135.jpg,,14017
iOS基础教程-SQLite数据库操作,初级,"SQLite基本语法,使用场景和项目应用，教程步骤清晰、易懂",http://img.mukewang.com/574cf35000018ff106000338-240-135.jpg,,12236
Java高并发秒杀API之高并发优化,高级,Java实现高并发秒杀API的第四门课，小伙伴一定可以从中受益,http://img3.mukewang.com/5733e336000141f806000338-240-135.jpg,,67852
PHP微信公众平台开发高级篇—模板消息接口,高级,模板消息，快到碗里来，可以应用于刷卡通知，商品购买成功通知,http://img.mukewang.com/56e10dc00001c13106000338-240-135.jpg,,20401
原生 JS 实现帧动画库,中级,了解如何用原生JS实现酷炫的帧动画，吸引他她的注意,http://img2.mukewang.com/573e8ada00018d4506000338-240-135.jpg,,44235
PHP微信公众平台开发高级篇—群发接口,高级,不群发，无微信，通过本教程学习实现更灵活的群发能力,http://img.mukewang.com/56e10dd4000108d706000338-240-135.jpg,,17598
Java高并发秒杀API之web层,高级,Java实现高并发秒杀API的第三门课，介绍Web层的设计和实现,http://img3.mukewang.com/5733e1c00001516f06000338-240-135.jpg,,58996
jQuery基础(四)—动画篇,初级,jQuery基础教程动画篇，讲解jQuery基础开启动画修炼,http://img1.mukewang.com/563821b5000115e006000338-240-135.jpg,,80845
Android-打造炫酷进度条,初级,Android开发中各种各样的自定义进度条介绍，让你的APP更炫酷,http://img3.mukewang.com/5733fcce0001103506000338-240-135.jpg,,30535
iOS基础教程之-Camera摄像头,初级,iOS教程让你重新认识Camera-摄像头，学习Camera处理的基础功能,http://img.mukewang.com/5739236a0001f21506000338-240-135.jpg,,9468
Java高并发秒杀API之Service层,高级,Java实现高并发秒杀API，介绍秒杀业务Service层的设计和实现,http://img3.mukewang.com/5733de380001615d06000338-240-135.jpg,,52947
jQuery基础(三)—事件篇,入门,jQuery第三阶段开启事件修炼，掌握对页面进行交互的操作,http://img.mukewang.com/563821d4000138a406000338-240-135.jpg,,84038
PHP微信公众平台开发高级篇—自定义菜单,中级,自定义菜单是微信开发中必不可少的环节，约吗？,http://img2.mukewang.com/56e10de50001f0b606000338-240-135.jpg,,27568
Java高并发秒杀API之业务分析与DAO层,高级,Java实现高并发秒杀API的第一门课，还等什么，赶快来加入吧,http://img1.mukewang.com/572bff580001c7a006000338-240-135.jpg,,75149
iOS基础教程-文件操作,初级,"iOS文件处理,存储文件和读取,写文件，还涉及SQLite的增删改查",http://img3.mukewang.com/57281f550001941406000338-240-135.jpg,,13925
Cocos2d-x坦克大战--下,中级,"坦克的实现逻辑,AI以及地图编辑器，坦克的人工智能的编写",http://img1.mukewang.com/5727f9930001cf7c06000338-240-135.jpg,,14909
Unity 3D灯光系统之基础篇,初级,游戏场景中灯光效果的优化，从而更好的提高项目的视觉效果,http://img.mukewang.com/5716f5a30001780206000338-240-135.jpg,,13811
Android-Service系列之Notification综合应用,入门,掌握Notification和Messenger机制，实现Notification经典应用场景,http://img3.mukewang.com/57201f270001fdaf06000338-240-135.jpg,,16843
Java实现图片等比例缩略图,初级,视频教程以实例的方式，讲解Java平台实现图片等比例缩略图生成,http://img.mukewang.com/5677b29b0001fe3e06000338-240-135.jpg,,24162
数据结构探险—栈篇,中级,栈，先入后出(FILO)，带领大家体会栈这种数据结构的美妙,http://img.mukewang.com/56d3f1d00001519006000338-240-135.jpg,,56655
玩儿转Swift 2.0（第二季）,入门,"基于Swift2.1的swift语言教程第二季,深入地了解swift语法",http://img1.mukewang.com/573589c700012c9306000338-240-135.jpg,,14689
重拾CSS的乐趣,初级,开发中使用CSS时的一些经验感悟，魔法哥带你玩儿转有乐趣的CSS,http://img2.mukewang.com/569cac7a00015dd706000338-240-135.jpg,,70469
SpringMVC数据绑定入门,中级,Geely带你认识SpringMVC各种数据绑定，学习相关注解的使用,http://img1.mukewang.com/578741ae00019a6906000338-240-135.jpg,,66328
PHP第三方登录—微博登录,中级,使用微博官方SDK快速接入微博登录，绝对不应该错过本门课程,http://img.mukewang.com/56e1321f0001550c06000338-240-135.jpg,,22309
CSS深入理解之z-index,中级,CSS技术大牛深入理解系列又一力作，z-index实践经验分享,http://img2.mukewang.com/56fb2f5c00013edf06000338-240-135.jpg,,38714
Android动感系列-扫一扫,中级,动感系列-扫一扫，本教程代领大家学习二维码的解析与生成,http://img1.mukewang.com/5705d15f0001998006000338-240-135.jpg,,35640
iOS-五子棋大战,高级,从零开始，挑战阿尔法狗，详细讲解和最终AI的算法实现,http://img1.mukewang.com/570357040001671306000338-240-135.jpg,,23816
Linux服务管理,初级,Linux的RPM包和源码包服务，定然会使小伙伴们受益匪浅,http://img1.mukewang.com/563b13700001ebf906000338-240-135.jpg,,44406
Cocos2d-x坦克大战--中,中级,介绍坦克的场景基本逻辑，碰撞及子弹系统的编写,http://img4.mukewang.com/5701ff8200015b9206000338-240-135.jpg,,9388
JS实现人机大战之五子棋（AI篇）,中级,"""AlphaGO""我要和你下五子棋，教程带你实现五子棋AI",http://img2.mukewang.com/56fc812d0001f1f106000338-240-135.jpg,,40077
Java 分页原理与实践（下）,初级,Java 分页原理，用Hibernate实现下拉加载分页效果,http://img4.mukewang.com/5617949a0001ddb606000338-240-135.jpg,,35539
Android-五子连珠,初级,Android游戏开发-五子连珠，本教程通过UI与逻辑实现双人对战,http://img3.mukewang.com/56f9e7e3000119fe06000338-240-135.jpg,,37010
R语言之数据可视化,中级,R语言三大绘图系统，用图形直观探索数据、发现有价值信息,http://img2.mukewang.com/56f8a3a50001f03406000338-240-135.jpg,,33967
JS实现人机大战之五子棋（UI篇）,中级,利用js及canvas绘图知识，实现程序界面编写和交互逻辑处理,http://img1.mukewang.com/56f35c5900014a9906000338-240-135.jpg,,33088
Ajax技术在购物车中的应用（PHP篇）,初级,用购物车实例带你体验Ajax在项目中的设计思想和用户体验性,http://img.mukewang.com/56cd23a50001595f06000338-240-135.jpg,,38840
Unity3D五子棋大战,中级,"使用Unity3D编写五子棋游戏,带人工智能，不比AlphaGo差",http://img3.mukewang.com/570763010001d7bc06000338-240-135.jpg,,34579
jQuery基础(二)—DOM篇,入门,jQuery第二阶段开启DOM修炼，了解创建、插入、删除与替换,http://img4.mukewang.com/57466c8e00011b6f06000338-240-135.jpg,,107366
MySQL5.7复制功能实战,中级,了解最新版的MySQL数据库，领略MySQL5.7强大的复制功能,http://img4.mukewang.com/5707653b0001e67f06000338-240-135.jpg,,34845
玩儿转Swift 2.0（第一季）,入门,基于Swift2.1讲解swift语言基础知识，了解语言特性,http://img1.mukewang.com/573589ad00019f4a06000338-240-135.jpg,,32909
jQuery基础 (一)—样式篇,入门,"jQuery初入开启样式修炼,体验万能的jQuery样式集搭建网站布局",http://img1.mukewang.com/5704a68f0001e20206000338-240-135.jpg,,200727
Hibernate注解,中级,轻松学习Hibernate常用注解，学完本课能够灵活应用,http://img.mukewang.com/561dfe110001ba4706000338-240-135.jpg,,36488
Scala程序设计—基础篇,初级,Scala基础编程入门视频教程，能够编写简单的Scala代码,http://img4.mukewang.com/57466a3200012d3406000338-240-135.jpg,,32813
Android-自定义ViewPager指示器,初级,带领大家实现最火爆的跟随型指示器，学完保准压倒一片,http://img1.mukewang.com/5787411e0001372406000338-240-135.jpg,,30078
用C#实现封装,入门,C#视频教程教大家，用C#语言实现面向对象的封装,http://img1.mukewang.com/57466a8b0001695f06000338-240-135.jpg,,64783
Cocos2d-x坦克大战--上,中级,用Cocos2d-x自己动手写一个FC坦克大战吧,http://img3.mukewang.com/570763d20001662806000338-240-135.jpg,,24231
MongoDB复制集—容灾核心选举,中级,选举是故障容灾的重要环节，学习简单化复制集的选举流程,http://img.mukewang.com/56d640a30001fc0d06000338-240-135.jpg,,5983
PHP实现手机归属地查询,中级,本php教程会带大家从0开始开发归属地查询WEB应用，很强势,http://img.mukewang.com/56c6f2c50001f49b06000338-240-135.jpg,,26841
AIDL-小白成长记,中级,AIDL-小白成长记，想要快速入门，看本次的教程就对了,http://img3.mukewang.com/57075a800001081e06000338-240-135.jpg,,40911
oeasy教你玩转css禅意花园,初级,css设计领域经典例子禅意花园，36个设计让你彻底了解css,http://img1.mukewang.com/5707795b00018b7006000338-240-135.jpg,,44560
JDBC之“对岸的女孩走过来”,初级,JDBC的深入挖掘，主要介绍在实际开发过程中的各种知识,http://img.mukewang.com/5746693a00012dc006000338-240-135.jpg,,47139
CSS深入理解之relative,中级,relative实际使用经验分享，同时分享一些relative实践准则,http://img1.mukewang.com/57076ab20001abea06000338-240-135.jpg,,46130
HTML5+CSS3实现春节贺卡,中级,又逢新春佳节，春节贺卡搞起来，学会HTML5+CSS3实现春节贺卡,http://img1.mukewang.com/5705cf3a0001b61c06000338-240-135.jpg,,101879
新春特辑-Cocos抢红包,初级,Cocos引擎玩转新年红包，本门课程为一门实例课，学起来吧,http://img3.mukewang.com/57075ddd0001ee2b06000338-240-135.jpg,,19526
Android-心愿分享,初级,用Android开发一款心愿分享APP，个性心意，分享祝福,http://img.mukewang.com/570757ae0001419206000338-240-135.jpg,,21863
Java图片验证码,中级,使用SpringMVC和Spring框架实现Java图片验证，了解验证过程,http://img2.mukewang.com/56977a480001ee6106000338-240-135.jpg,,47940
Canvas玩儿转红包照片,中级,教你玩儿转微信红包照片模糊效果，图像展示效果，深入了解canvas,http://img1.mukewang.com/56a88ef50001863e06000338-240-135.jpg,,52642
Shell典型应用之应用日志分析,中级,如何应用shell脚本分析系统日志，这门视频教程会给你答案,http://img2.mukewang.com/563b150200019d4d06000338-240-135.jpg,,28099
PHP第三方登录—QQ登录,中级,使用QQ互联官方SDK快速接入QQ登录，迅速获取海量用户，不容错过,http://img2.mukewang.com/56a0932200014c4d06000338-240-135.jpg,,44814
高性能的PHP日志系统—SeasLog,中级,一款不可错过的高性能的日志系统，带你全面细致地了解SeasLog,http://img3.mukewang.com/572afedd0001a67a06000338-240-135.jpg,,17726
MongoDB在线讲座系列之MongoDB DBA的日常巡检及执行计划分析,中级,听完讲座大家能对MongoDB的巡检，优化与执行计划分析有所了解,http://img.mukewang.com/57466a7b0001a49806000338-240-135.jpg,,7200
Golang之文本编码处理,入门,"掌握对Golang语言中文本编码处理的应用, 搞定日常操作",http://img2.mukewang.com/57466a0d000146db06000338-240-135.jpg,,12677
MongoDB复制集—复制集的同步机制,中级,复制集同步机制详解，讲师也会在后期维护上给予大家一些建议,http://img1.mukewang.com/569762af00017b3806000338-240-135.jpg,,5314
Java实现图片水印,初级,从实现图片添加单个文字水印开始，逐步深入，到批量添加水印功能,http://img2.mukewang.com/570364e7000147be06000338-240-135.jpg,,31495
学写一个字,中级,canvas系列第四课，与鼠标、触控交互，学习写出一个字,http://img2.mukewang.com/57077a210001c6a806000338-240-135.jpg,,68583
OpenStack基础,初级,OpenStack基础教程，介绍了OpenStack的一些基本概念，基本组件,http://img3.mukewang.com/572afa460001b1d806000338-240-135.jpg,,45543
前端性能优化-基础知识认知,初级,前端小白进级必学技能前端性能优化，主讲优化目的方法,http://img.mukewang.com/5704ae0000015fe706000338-240-135.jpg,,57849
Android面试解密-自定义View,初级,本教程为Android面试系列课程，短小精悍，切入要害,http://img4.mukewang.com/576b7a0d0001070506000338-240-135.jpg,,45732
MongoDB复制集—复制集的相关特性,中级,MongoDB金光闪闪的特性，讲师将带你进行全面的了解,http://img4.mukewang.com/5680dbb8000173d406000338-240-135.jpg,,4701
R语言基础,入门,本R语言基础教程，教你如何在R中操纵自己数据，快速入门,http://img3.mukewang.com/570778b50001e1c406000338-240-135.jpg,,68367
